Instruction,Output,text
"What is included in the sales package of ""SUNSHOPPING Y-Back Suspenders for Men, Boys (Black)?""","The sales package of the product ""SUNSHOPPING Y-Back Suspenders for Men, Boys (Black)"" (Product ID: SUSFPYH2M862BS8N) includes 1 solid black suspender and 1 solid black bow.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is included in the sales package of ""SUNSHOPPING Y-Back Suspenders for Men, Boys (Black)?"" ### Response: The sales package of the product ""SUNSHOPPING Y-Back Suspenders for Men, Boys (Black)"" (Product ID: SUSFPYH2M862BS8N) includes 1 solid black suspender and 1 solid black bow."
"Who is the ideal audience for ""SUNSHOPPING Y-Back Suspenders for Men, Boys (Black)?""","The ideal audience for the product ""SUNSHOPPING Y-Back Suspenders for Men, Boys (Black)"" (Product ID: SUSFPYH2M862BS8N) is men and boys.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Who is the ideal audience for ""SUNSHOPPING Y-Back Suspenders for Men, Boys (Black)?"" ### Response: The ideal audience for the product ""SUNSHOPPING Y-Back Suspenders for Men, Boys (Black)"" (Product ID: SUSFPYH2M862BS8N) is men and boys."
"What type of clasp does ""SUNSHOPPING Y-Back Suspenders for Men, Boys (Black)"" have?","The suspenders ""SUNSHOPPING Y-Back Suspenders for Men, Boys (Black)"" (Product ID: SUSFPYH2M862BS8N) feature a clasp type of clip.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What type of clasp does ""SUNSHOPPING Y-Back Suspenders for Men, Boys (Black)"" have? ### Response: The suspenders ""SUNSHOPPING Y-Back Suspenders for Men, Boys (Black)"" (Product ID: SUSFPYH2M862BS8N) feature a clasp type of clip."
"What is the clasp material of ""SUNSHOPPING Y-Back Suspenders for Men, Boys (Black)?""","The clasp material used for the suspenders ""SUNSHOPPING Y-Back Suspenders for Men, Boys (Black)"" (Product ID: SUSFPYH2M862BS8N) is metal.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the clasp material of ""SUNSHOPPING Y-Back Suspenders for Men, Boys (Black)?"" ### Response: The clasp material used for the suspenders ""SUNSHOPPING Y-Back Suspenders for Men, Boys (Black)"" (Product ID: SUSFPYH2M862BS8N) is metal."
"Is ""SUNSHOPPING Y-Back Suspenders for Men, Boys (Black)"" currently in stock?","Yes, the product ""SUNSHOPPING Y-Back Suspenders for Men, Boys (Black)"" (Product ID: SUSFPYH2M862BS8N) is currently in stock and available for purchase.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Is ""SUNSHOPPING Y-Back Suspenders for Men, Boys (Black)"" currently in stock? ### Response: Yes, the product ""SUNSHOPPING Y-Back Suspenders for Men, Boys (Black)"" (Product ID: SUSFPYH2M862BS8N) is currently in stock and available for purchase."
"Where can I find more details about ""SUNSHOPPING Y-Back Suspenders for Men, Boys (Black)?""","For more details and to purchase the product ""SUNSHOPPING Y-Back Suspenders for Men, Boys (Black)"" (Product ID: SUSFPYH2M862BS8N), you can visit the product link","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Where can I find more details about ""SUNSHOPPING Y-Back Suspenders for Men, Boys (Black)?"" ### Response: For more details and to purchase the product ""SUNSHOPPING Y-Back Suspenders for Men, Boys (Black)"" (Product ID: SUSFPYH2M862BS8N), you can visit the product link"
"Describe the product ""Brand Trunk Y-Back Suspenders for Men (Black).""","The ""Brand Trunk Y-Back Suspenders for Men (Black)"" (Product ID: SUSECSFFVNKG5VGG) is a stylish suspender designed for men. The suspenders are made from a combination of lycra blend and faux leather fabric, featuring a solid black color pattern. The package includes the suspender itself. The clasp type of the suspenders is finger clips, and the clasp material is metal. The suspenders provide a Y-back design, making them a fashionable accessory for men. They are currently offered at a discount of 74% off their original price, making them available for 125 INR instead of the original 499 INR. The average rating for the product is 4.1. The product is in stock and available for purchase.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Describe the product ""Brand Trunk Y-Back Suspenders for Men (Black)."" ### Response: The ""Brand Trunk Y-Back Suspenders for Men (Black)"" (Product ID: SUSECSFFVNKG5VGG) is a stylish suspender designed for men. The suspenders are made from a combination of lycra blend and faux leather fabric, featuring a solid black color pattern. The package includes the suspender itself. The clasp type of the suspenders is finger clips, and the clasp material is metal. The suspenders provide a Y-back design, making them a fashionable accessory for men. They are currently offered at a discount of 74% off their original price, making them available for 125 INR instead of the original 499 INR. The average rating for the product is 4.1. The product is in stock and available for purchase."
"What is the brand of ""Brand Trunk Y-Back Suspenders for Men (Black)?""","The brand of the product ""Brand Trunk Y-Back Suspenders for Men (Black)"" (Product ID: SUSECSFFVNKG5VGG) is ""Brand Trunk.""","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the brand of ""Brand Trunk Y-Back Suspenders for Men (Black)?"" ### Response: The brand of the product ""Brand Trunk Y-Back Suspenders for Men (Black)"" (Product ID: SUSECSFFVNKG5VGG) is ""Brand Trunk."""
"Is ""Brand Trunk Y-Back Suspenders for Men (Black)"" suitable for women?","No, the ""Brand Trunk Y-Back Suspenders for Men (Black)"" (Product ID: SUSECSFFVNKG5VGG) is designed for men.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: Is ""Brand Trunk Y-Back Suspenders for Men (Black)"" suitable for women? ### Response: No, the ""Brand Trunk Y-Back Suspenders for Men (Black)"" (Product ID: SUSECSFFVNKG5VGG) is designed for men."
"What is the average rating of ""Brand Trunk Y-Back Suspenders for Men (Black)?""","The average rating for the product ""Brand Trunk Y-Back Suspenders for Men (Black)"" (Product ID: SUSECSFFVNKG5VGG) is 4.1.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the average rating of ""Brand Trunk Y-Back Suspenders for Men (Black)?"" ### Response: The average rating for the product ""Brand Trunk Y-Back Suspenders for Men (Black)"" (Product ID: SUSECSFFVNKG5VGG) is 4.1."
"What is the discount percentage on ""Brand Trunk Y-Back Suspenders for Men (Black)?""","The product ""Brand Trunk Y-Back Suspenders for Men (Black)"" (Product ID: SUSECSFFVNKG5VGG) is currently offered at a discount of 74% off its original price, making it available for 125 INR instead of the original 499 INR.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the discount percentage on ""Brand Trunk Y-Back Suspenders for Men (Black)?"" ### Response: The product ""Brand Trunk Y-Back Suspenders for Men (Black)"" (Product ID: SUSECSFFVNKG5VGG) is currently offered at a discount of 74% off its original price, making it available for 125 INR instead of the original 499 INR."
"What is the fabric of ""Brand Trunk Y-Back Suspenders for Men (Black)?""","The fabric used for the suspenders ""Brand Trunk Y-Back Suspenders for Men (Black)"" (Product ID: SUSECSFFVNKG5VGG) is a combination of lycra blend and faux leather.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is the fabric of ""Brand Trunk Y-Back Suspenders for Men (Black)?"" ### Response: The fabric used for the suspenders ""Brand Trunk Y-Back Suspenders for Men (Black)"" (Product ID: SUSECSFFVNKG5VGG) is a combination of lycra blend and faux leather."
"What is included in the sales package of ""Brand Trunk Y-Back Suspenders for Men (Black)?""","The sales package of the product ""Brand Trunk Y-Back Suspenders for Men (Black)"" (Product ID: SUSECSFFVNKG5VGG) includes the suspender itself.","Below is an instruction that describes a specific product related query. Write a response that appropriatley describes about that product.###Instruction: What is included in the sales package of ""Brand Trunk Y-Back Suspenders for Men (Black)?"" ### Response: The sales package of the product ""Brand Trunk Y-Back Suspenders for Men (Black)"" (Product ID: SUSECSFFVNKG5VGG) includes the suspender itself."
